file,base_nct,names,total,ctg_enrollment,ctg_acronym,ctg_title,ratio,category
RSV_VACCINE_OLDER_REVIEW.html,NCT04886596,AReSVi-006,24960,26675,,Efficacy Study of GSK's Investigational Respiratory Syncytial Virus (RSV) Vaccin,0.936,OK
RSV_VACCINE_OLDER_REVIEW.html,NCT05127434,ConquerRSV,35088,36814,,A Study to Evaluate the Safety and Efficacy of mRNA-1345 Vaccine Targeting Respi,0.953,OK
RUSFERTIDE_PV_REVIEW.html,NCT05210790,VERIFY,293,293,VERIFY,A Phase 3 Study of Rusfertide in Patients With Polycythemia Vera,1.0,OK
SCD_DISEASE_MOD_NMA_REVIEW.html,NCT01179217,L-glutamine (Endari),230,230,,A Phase III Safety and Efficacy Study of L-Glutamine to Treat Sickle Cell Diseas,1.0,OK
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03548935,STEP-1,1961,1961,STEP 1,STEP 1: Research Study Investigating How Well Semaglutide Works in People Suffer,1.0,OK
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03611582,STEP-3,611,611,STEP 3,Research Study to Look at How Well Semaglutide is at Lowering Weight When Taken ,1.0,OK
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03693430,STEP-5,304,304,STEP 5,Two-year Research Study Investigating How Well Semaglutide Works in People Suffe,1.0,OK
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03552757,STEP-2,807,1210,STEP 2,Research Study Investigating How Well Semaglutide Works in People With Type 2 Di,0.667,OK
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01691521,MENSA,385,580,,Efficacy and Safety Study of Mepolizumab Adjunctive Therapy in Subjects With Sev,0.664,OK
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01287039,Castro-2015-Resliz,941,489,,A Study to Evaluate the Efficacy and Safety of Reslizumab (3.0 mg/kg) in the Red,1.924,OUTLIER
SEVERE_ASTHMA_NMA_REVIEW.html,NCT02075255,SIROCCO,805,220,,Efficacy and Safety Study of Benralizumab to Reduce OCS Use in Patients With Unc,3.659,OUTLIER
SEVERE_ASTHMA_NMA_REVIEW.html,NCT02414854,QUEST,948,1902,,Evaluation of Dupilumab in Patients With Persistent Asthma (Liberty Asthma Quest,0.498,OK
SEVERE_ASTHMA_NMA_REVIEW.html,NCT03347279,NAVIGATOR,1059,1061,NAVIGATOR,Study to Evaluate Tezepelumab in Adults & Adolescents With Severe Uncontrolled A,0.998,OK
SGLT2_HF_REVIEW.html,NCT03036124,DAPA-HF,4744,4744,DAPA-HF,Study to Evaluate the Effect of Dapagliflozin on the Incidence of Worsening Hear,1.0,OK
SGLT2_HF_REVIEW.html,NCT03057977,EMPEROR-Reduced,3730,3730,,EMPagliflozin outcomE tRial in Patients With chrOnic heaRt Failure With Reduced ,1.0,OK
SGLT2_HF_REVIEW.html,NCT03057951,EMPEROR-Preserved,5988,5988,,EMPagliflozin outcomE tRial in Patients With chrOnic heaRt Failure With Preserve,1.0,OK
SGLT2_HF_REVIEW.html,NCT03619213,DELIVER,6263,6263,DELIVER,Dapagliflozin Evaluation to Improve the LIVEs of Patients With PReserved Ejectio,1.0,OK
SGLT2_HF_REVIEW.html,NCT03521934,SOLOIST-WHF,1222,1222,,Effect of Sotagliflozin on Cardiovascular Events in Participants With Type 2 Dia,1.0,OK
SGLT2_MACE_CVOT_REVIEW.html,NCT01131676,EMPA-REG OUTCOME,7020,7064,,BI 10773 (Empagliflozin) Cardiovascular Outcome Event Trial in Type 2 Diabetes M,0.994,OK
SGLT2_MACE_CVOT_REVIEW.html,NCT01032629,CANVAS,10142,4330,CANVAS,CANVAS - CANagliflozin cardioVascular Assessment Study,2.342,OUTLIER
SGLT2_MACE_CVOT_REVIEW.html,NCT01730534,DECLARE-TIMI 58,17160,17190,DECLARE-TIMI58,Multicenter Trial to Evaluate the Effect of Dapagliflozin on the Incidence of Ca,0.998,OK
SGLT2_MACE_CVOT_REVIEW.html,NCT01986881,VERTIS-CV,8240,8246,,Cardiovascular Outcomes Following Ertugliflozin Treatment in Type 2 Diabetes Mel,0.999,OK
SGLT2I_HF_NMA_REVIEW.html,NCT03036124,DAPA-HF,4744,4744,DAPA-HF,Study to Evaluate the Effect of Dapagliflozin on the Incidence of Worsening Hear,1.0,OK
SGLT2I_HF_NMA_REVIEW.html,NCT03057977,EMPEROR-Reduced,3730,3730,,EMPagliflozin outcomE tRial in Patients With chrOnic heaRt Failure With Reduced ,1.0,OK
SGLT2I_HF_NMA_REVIEW.html,NCT03057951,EMPEROR-Preserved,5988,5988,,EMPagliflozin outcomE tRial in Patients With chrOnic heaRt Failure With Preserve,1.0,OK
SGLT2I_HF_NMA_REVIEW.html,NCT03619213,DELIVER,6263,6263,DELIVER,Dapagliflozin Evaluation to Improve the LIVEs of Patients With PReserved Ejectio,1.0,OK
SGLT2I_HF_NMA_REVIEW.html,NCT03521934,SOLOIST-WHF,1222,1222,,Effect of Sotagliflozin on Cardiovascular Events in Participants With Type 2 Dia,1.0,OK
SGLT2I_HF_NMA_REVIEW.html,NCT03315143,SCORED,10584,10584,SCORED,Effect of Sotagliflozin on Cardiovascular and Renal Events in Participants With ,1.0,OK
SOTAGLIFLOZIN_HF_REVIEW.html,NCT03521934,SOLOIST-WHF,1222,1222,,Effect of Sotagliflozin on Cardiovascular Events in Participants With Type 2 Dia,1.0,OK
SOTAGLIFLOZIN_HF_REVIEW.html,NCT03315143,SCORED,10584,10584,SCORED,Effect of Sotagliflozin on Cardiovascular and Renal Events in Participants With ,1.0,OK
SOTATERCEPT_PAH_REVIEW.html,NCT04576988,STELLAR,323,324,,A Study of Sotatercept for the Treatment of Pulmonary Arterial Hypertension (MK-,0.997,OK
SPARSENTAN_IGAN_REVIEW.html,NCT03762850,PROTECT,402,406,PROTECT,A Study of the Effect and Safety of Sparsentan in the Treatment of Patients With,0.99,OK
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT02696785,MEASURE 4,233,341,COAST-V,A Study of Ixekizumab (LY2439821) in bDMARD-Naive Participants With Radiographic,0.683,OK
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT03928704,BE MOBILE 1,386,274,BE MOBILE 1,A Study to Evaluate the Efficacy and Safety of Bimekizumab in Subjects With Acti,1.409,OUTLIER
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT04790670,BE MOBILE 2,442,,,404,,CTGOV_NOT_FOUND
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT04169373,SELECT-AXIS 2,420,734,SELECT-AXIS 2,A Study to Evaluate Efficacy and Safety of Upadacitinib in Adults With Axial Spo,0.572,OK
TAVR_LOWRISK_REVIEW.html,NCT02675114,PARTNER 3,950,1000,P3,PARTNER 3 Trial: Safety and Effectiveness of the SAPIEN 3 Transcatheter Heart Va,0.95,OK
TAVR_LOWRISK_REVIEW.html,NCT02701283,Evolut Low Risk,1403,2223,,Medtronic Evolut Transcatheter Aortic Valve Replacement in Low Risk Patients,0.631,OK
TAVR_LOWRISK_REVIEW.html,NCT01057173,NOTION,280,280,NOTION,The Nordic Aortic Valve Intervention Trial,1.0,OK
TB_PREVENTION_REVIEW.html,NCT01404312,BRIEF-TB / A5279,2986,3000,,Brief Rifapentine-Isoniazid Evaluation for TB Prevention (BRIEF TB),0.995,OK
TDXD_HER2LOW_BC_REVIEW.html,NCT03734029,DESTINY-Breast04,557,557,,Trastuzumab Deruxtecan (DS-8201a) Versus Investigator's Choice for HER2-low Brea,1.0,OK
TDXD_HER2LOW_BC_REVIEW.html,NCT04494425,DESTINY-Breast06,866,866,DB-06,Study of Trastuzumab Deruxtecan (T-DXd) vs Investigator's Choice Chemotherapy in,1.0,OK
TEPLIZUMAB_T1D_REVIEW.html,NCT01030861,TN-10,76,76,,"Teplizumab for Prevention of Type 1 Diabetes In Relatives ""At-Risk""",1.0,OK
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04184622,SURMOUNT-1,1273,2539,SURMOUNT-1,A Study of Tirzepatide (LY3298176) in Participants With Obesity or Overweight,0.501,OK
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04657003,SURMOUNT-2,627,938,SURMOUNT-2,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes Who Have,0.668,OK
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04657016,SURMOUNT-3,579,579,SURMOUNT-3,A Study of Tirzepatide (LY3298176) In Participants After A Lifestyle Weight Loss,1.0,OK
TIRZEPATIDE_T2D_REVIEW.html,NCT03954834,SURPASS-1,236,478,SURPASS-1,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes Not Cont,0.494,OK
TIRZEPATIDE_T2D_REVIEW.html,NCT03882970,SURPASS-3,718,1444,SURPASS-3,A Study of Tirzepatide (LY3298176) Versus Insulin Degludec in Participants With ,0.497,OK
TIRZEPATIDE_T2D_REVIEW.html,NCT04039503,SURPASS-5,237,475,SURPASS-5,A Study of Tirzepatide (LY3298176) Versus Placebo in Participants With Type 2 Di,0.499,OK
TIRZEPATIDE_T2D_REVIEW.html,NCT03987919,SURPASS-2,939,1879,SURPASS-2,A Study of Tirzepatide (LY3298176) Versus Semaglutide Once Weekly as Add-on Ther,0.5,OK
TIRZEPATIDE_T2D_REVIEW.html,NCT03730662,SURPASS-4,1997,2002,SURPASS-4,A Study of Tirzepatide (LY3298176) Once a Week Versus Insulin Glargine Once a Da,0.998,OK
TNK_VS_TPA_STROKE_REVIEW.html,NCT01949948,NOR-TEST,1091,1050,NOR-TEST,Study of Tenecteplase Versus Alteplase for Thrombolysis (Clot Dissolving) in Acu,1.039,OK
TNK_VS_TPA_STROKE_REVIEW.html,NCT03889249,AcT,1567,1600,AcT,Alteplase Compared to Tenecteplase in Patients With Acute Ischemic Stroke,0.979,OK
TNK_VS_TPA_STROKE_REVIEW.html,NCT04797013,TRACE-2,1408,1430,TRACEⅡ,Tenecteplase Reperfusion Therapy in Acute Ischemic Cerebrovascular Events-Ⅱ,0.985,OK
TNK_VS_TPA_STROKE_REVIEW.html,NCT02388061,EXTEND-IA TNK,202,202,EXTEND-IA TNK,Tenecteplase Versus Alteplase Before Endovascular Therapy for Ischemic Stroke,1.0,OK
TNK_VS_TPA_STROKE_REVIEW.html,NCT03854500,NOR-TEST 2 Part A,203,201,NOR-TEST 2,The Norwegian Tenecteplase Stroke Trial 2,1.01,OK
TNK_VS_TPA_STROKE_REVIEW.html,NCT02814409,ATTEST-2,1466,1858,ATTEST2,Alteplase-Tenecteplase Trial Evaluation for Stroke Thrombolysis,0.789,OK
TOFACITINIB_UC_REVIEW.html,NCT01465763,OCTAVE Induction 1,598,614,OCTAVE,"A Study Evaluating The Efficacy And Safety Of CP-690,550 In Patients With Modera",0.974,OK
TOFACITINIB_UC_REVIEW.html,NCT01458951,OCTAVE Induction 2,541,547,OCTAVE,"A Study To Evaluate Both The Efficacy and Safety Profile of CP-690,550 In Patien",0.989,OK
TOFACITINIB_UC_REVIEW.html,NCT01458574,OCTAVE Sustain,395,593,OCTAVE,"A Study Of Oral CP-690,550 As A Maintenance Therapy For Ulcerative Colitis",0.666,OK
TYVAC_TYPHOID_REVIEW.html,NCT03158961,TyVAC Nepal,20019,10,,The Feasibility and Safety of the TOETVA for Benign Thyroid Nodules,2001.9,OUTLIER
TYVAC_TYPHOID_REVIEW.html,NCT03527355,TyVAC Bangladesh,41324,285,,"Safety, Reactogenicity and Immunogenicity of Vi-DT;Typhoid Conjugate Vaccine",144.996,OUTLIER
TYVAC_TYPHOID_REVIEW.html,NCT03299426,TyVAC Malawi,28130,30000,,Clinical Efficacy of Typhoid Conjugate Vaccine (Vi-TCV) Among Children Age 9 Mon,0.938,OK
UC_BIOLOGICS_NMA_REVIEW.html,NCT00036439,ACT-1,242,364,,A Safety and Efficacy Study for Infliximab (Remicade) in Patients With Active Ul,0.665,OK
UC_BIOLOGICS_NMA_REVIEW.html,NCT00408629,ULTRA-2,494,518,,Efficacy and Safety of Adalimumab in Subjects With Moderately to Severely Active,0.954,OK
UC_BIOLOGICS_NMA_REVIEW.html,NCT00488774,PURSUIT-SC,662,291,,An Efficacy and Safety Study of Golimumab in Participants With Ulcerative Coliti,2.275,OUTLIER
UC_BIOLOGICS_NMA_REVIEW.html,NCT00783718,GEMINI-1,374,895,GEMINI I,Study of Vedolizumab (MLN0002) in Patients With Moderate to Severe Ulcerative Co,0.418,OK
UC_BIOLOGICS_NMA_REVIEW.html,NCT02407236,UNIFI-induction,641,961,UNIFI,A Study to Evaluate the Safety and Efficacy of Ustekinumab Induction and Mainten,0.667,OK
UC_BIOLOGICS_NMA_REVIEW.html,NCT01465763,OCTAVE-1,598,614,OCTAVE,"A Study Evaluating The Efficacy And Safety Of CP-690,550 In Patients With Modera",0.974,OK
UC_BIOLOGICS_NMA_REVIEW.html,NCT02819635,U-ACHIEVE,473,1302,,A Study to Evaluate the Safety and Efficacy of Upadacitinib (ABT-494) for Induct,0.363,OK
UC_BIOLOGICS_NMA_REVIEW.html,NCT02435992,TRUE-NORTH,645,1012,,Safety and Efficacy Trial of RPC1063 for Moderate to Severe Ulcerative Colitis,0.637,OK
UC_BIOLOGICS_NMA_REVIEW.html,NCT03518086,LUCENT-1,1162,1281,,An Induction Study of Mirikizumab in Participants With Moderately to Severely Ac,0.907,OK
UPADACITINIB_CD_REVIEW.html,NCT03345849,U-EXCEL,526,526,U-EXCEL,A Study of the Efficacy and Safety of Upadacitinib in Participants With Moderate,1.0,OK
UPADACITINIB_CD_REVIEW.html,NCT03345836,U-EXCEED,495,624,,A Study of the Efficacy and Safety of Upadacitinib (ABT-494) in Participants Wit,0.793,OK
UPADACITINIB_CD_REVIEW.html,NCT03345823,U-ENDURE,502,747,U-ENDURE,A Maintenance and Long-Term Extension Study of the Efficacy and Safety of Upadac,0.672,OK
VENETOCLAX_AML_REVIEW.html,NCT02993523,VIALE-A,431,443,Viale-a,A Study of Venetoclax in Combination With Azacitidine Versus Azacitidine in Trea,0.973,OK
VENETOCLAX_AML_REVIEW.html,NCT03069352,VIALE-C,211,211,,A Study of Venetoclax in Combination With Low Dose Cytarabine Versus Low Dose Cy,1.0,OK
VENETOCLAX_CLL_REVIEW.html,NCT02242942,CLL14,432,445,,Comparison of the Treatments of Obinutuzumab + Venetoclax Versus Obinutuzumab + ,0.971,OK
VENETOCLAX_CLL_REVIEW.html,NCT02005471,MURANO,389,389,MURANO,A Study to Evaluate the Benefit of Venetoclax Plus Rituximab Compared With Benda,1.0,OK
VENETOCLAX_CLL_REVIEW.html,NCT02950051,CLL13/GAIA,458,926,GAIA,Standard Chemoimmunotherapy (FCR/BR) Versus Rituximab + Venetoclax (RVe) Versus ,0.495,OK
VOCLOSPORIN_LN_REVIEW.html,NCT03021499,AURORA 1,357,358,AURORA,Aurinia Renal Response in Active Lupus With Voclosporin,0.997,OK
VORASIDENIB_GLIOMA_REVIEW.html,NCT04164901,INDIGO,331,331,,Study of Vorasidenib (AG-881) in Participants With Residual or Recurrent Grade 2,1.0,OK
VUTRISIRAN_ATTR_REVIEW.html,NCT04153149,HELIOS-B,655,655,,HELIOS-B: A Study to Evaluate Vutrisiran in Patients With Transthyretin Amyloido,1.0,OK
ZOLBETUXIMAB_GASTRIC_REVIEW.html,NCT03504397,SPOTLIGHT,565,565,Spotlight,A Study to Compare Zolbetuximab (IMAB362) and Chemotherapy With Placebo and Chem,1.0,OK
ZOLBETUXIMAB_GASTRIC_REVIEW.html,NCT03653507,GLOW,507,507,GLOW,A Study of Zolbetuximab (IMAB362) Plus CAPOX Compared With Placebo Plus CAPOX as,1.0,OK
ZURANOLONE_PPD_REVIEW.html,NCT04442503,SKYLARK,170,200,,A Study to Evaluate the Efficacy and Safety of SAGE-217 in Participants With Sev,0.85,OK
ZURANOLONE_PPD_REVIEW.html,NCT02978326,ROBIN,153,276,,A Study to Evaluate SAGE-217 in Participants With Severe Postpartum Depression,0.554,OK
