file,key,claim_name,claim_year,pmid,verdict,pubmed_title,pubmed_year,pubmed_journal,pubmed_first_author,year_diff,title_token_overlap,authors_in_snippet
CANGRELOR_PCI_REVIEW.html,NCT00305162,CHAMPION-PCI,2009,19915221,OK,Platelet inhibition with cangrelor in patients undergoing PCI.,2009,N Engl J Med,Harrington RA,0,1,0
CANGRELOR_PCI_REVIEW.html,NCT00385138,CHAMPION-PLATFORM,2009,19915222,TRIAL_PMID_MISALIGNED,Intravenous platelet blockade with cangrelor during PCI.,2009,N Engl J Med,Bhatt DL,0,0,0
CANGRELOR_PCI_REVIEW.html,NCT01156571,CHAMPION-PHOENIX,2013,23473369,TRIAL_PMID_MISALIGNED,Effect of platelet inhibition with cangrelor during PCI on ischemic events.,2013,N Engl J Med,Bhatt DL,0,0,0
CAPIVASERTIB_BC_REVIEW.html,NCT04305496,CAPItello-291,2023,37256974,TRIAL_PMID_MISALIGNED,Tirofiban for Stroke without Large or Medium-Sized Vessel Occlusion.,2023,N Engl J Med,Zi W,0,0,0
CARDIORENAL_DKD_NMA_REVIEW.html,NCT02540993,FIDELIO-DKD,2020,33264825,TRIAL_PMID_MISALIGNED,Effect of Finerenone on Chronic Kidney Disease Outcomes in Type 2 Diabetes.,2020,N Engl J Med,Bakris GL,0,0,0
CARDIORENAL_DKD_NMA_REVIEW.html,NCT02545049,FIGARO-DKD,2021,34775784,OK,Finerenone Reduces Risk of Incident Heart Failure in Patients With Chronic Kidney Disease and Type 2,2022,Circulation,Filippatos G,1,2,0
CARDIORENAL_DKD_NMA_REVIEW.html,NCT02065791,CREDENCE,2019,30990260,TRIAL_PMID_MISALIGNED,Canagliflozin and Renal Outcomes in Type 2 Diabetes and Nephropathy.,2019,N Engl J Med,Perkovic V,0,0,0
CARDIORENAL_DKD_NMA_REVIEW.html,NCT03036150,DAPA-CKD,2020,32970396,TRIAL_PMID_MISALIGNED,Dapagliflozin in Patients with Chronic Kidney Disease.,2020,N Engl J Med,Heerspink HJL,0,0,0
CARDIORENAL_DKD_NMA_REVIEW.html,NCT03594110,EMPA-KIDNEY,2022,36331190,OK,Empagliflozin in Patients with Chronic Kidney Disease.,2023,N Engl J Med,The EMPA-KIDNEY Collaborative Group,1,1,0
CARDIORENAL_DKD_NMA_REVIEW.html,NCT03819153,FLOW,2024,39222642,OK,Semaglutide versus placebo in patients with heart failure and mildly reduced or preserved ejection f,2024,Lancet,Kosiborod MN,0,1,0
CART_DLBCL_REVIEW.html,NCT03391466,ZUMA-7,2022,34891224,TRIAL_PMID_MISALIGNED,Axicabtagene Ciloleucel as Second-Line Therapy for Large B-Cell Lymphoma.,2022,N Engl J Med,Locke FL,0,0,0
CART_DLBCL_REVIEW.html,NCT03575351,TRANSFORM,2022,35717989,OK,Lisocabtagene maraleucel versus standard of care with salvage chemotherapy followed by autologous st,2022,Lancet,Kamdar M,0,1,0
CART_DLBCL_REVIEW.html,NCT03570892,BELINDA,2022,34904798,TRIAL_PMID_MISALIGNED,Second-Line Tisagenlecleucel or Standard Care in Aggressive B-Cell Lymphoma.,2022,N Engl J Med,Bishop MR,0,0,0
CART_MM_REVIEW.html,NCT04181827,CARTITUDE-4,2023,37272512,TRIAL_PMID_MISALIGNED,Cilta-cel or Standard Care in Lenalidomide-Refractory Multiple Myeloma.,2023,N Engl J Med,San-Miguel J,0,0,0
CART_MM_REVIEW.html,NCT03651128,KarMMa-3,2023,36762851,TRIAL_PMID_MISALIGNED,Ide-cel or Standard Regimens in Relapsed and Refractory Multiple Myeloma.,2023,N Engl J Med,Rodriguez-Otero P,0,0,0
CBD_SEIZURE_REVIEW.html,NCT02091375,GWPCARE1,2017,28538134,TRIAL_PMID_MISALIGNED,Trial of Cannabidiol for Drug-Resistant Seizures in the Dravet Syndrome.,2017,N Engl J Med,Devinsky O,0,0,0
CBD_SEIZURE_REVIEW.html,NCT02224690,GWPCARE2,2020,29395273,YEAR_MISMATCH+TRIAL_PMID_MISALIGNED,Cannabidiol in patients with seizures associated with Lennox-Gastaut syndrome (GWPCARE4): a randomis,2018,Lancet,Thiele EA,-2,0,0
CBD_SEIZURE_REVIEW.html,NCT02224560,GWPCARE3,2018,29768152,TRIAL_PMID_MISALIGNED,Effect of Cannabidiol on Drop Seizures in the Lennox-Gastaut Syndrome.,2018,N Engl J Med,Devinsky O,0,0,0
CBD_SEIZURE_REVIEW.html,NCT02224703,GWPCARE4,2018,32119035,YEAR_MISMATCH+TRIAL_PMID_MISALIGNED,Dose-Ranging Effect of Adjunctive Oral Cannabidiol vs Placebo on Convulsive Seizure Frequency in Dra,2020,JAMA Neurol,Miller I,2,0,0
CD_BIOLOGICS_NMA_REVIEW.html,LEGACY-PRENCT-CLASSIC-1,CLASSIC-1,2006,19201775,YEAR_MISMATCH+TRIAL_PMID_MISALIGNED,Adalimumab for the treatment of fistulas in patients with Crohn's disease.,2009,Gut,Colombel JF,3,0,0
CD_BIOLOGICS_NMA_REVIEW.html,NCT00152490,PRECiSE-1,2007,17634458,TRIAL_PMID_MISALIGNED,Certolizumab pegol for the treatment of Crohn's disease.,2007,N Engl J Med,Sandborn WJ,0,0,0
CD_BIOLOGICS_NMA_REVIEW.html,NCT01224171,GEMINI-2,2013,24859203,TRIAL_PMID_MISALIGNED,Effects of vedolizumab induction therapy for patients with Crohn's disease in whom tumor necrosis fa,2014,Gastroenterology,Sands BE,1,0,0
CD_BIOLOGICS_NMA_REVIEW.html,NCT01369329,UNITI-1,2016,27959607,TRIAL_PMID_MISALIGNED,Ustekinumab as Induction and Maintenance Therapy for Crohn's Disease.,2016,N Engl J Med,Feagan BG,0,0,0
CD_BIOLOGICS_NMA_REVIEW.html,NCT03105128,ADVANCE,2022,35644154,OK,Risankizumab as induction therapy for Crohn's disease: results from the phase 3 ADVANCE and MOTIVATE,2022,Lancet,D'Haens G,0,1,0
CD_BIOLOGICS_NMA_REVIEW.html,NCT03345849,U-EXCEL,2023,37224198,TRIAL_PMID_MISALIGNED,Upadacitinib Induction and Maintenance Therapy for Crohn's Disease.,2023,N Engl J Med,Loftus EV Jr,0,0,0
CDK46_MBC_REVIEW.html,NCT01740427,PALOMA-2,2016,27959613,TRIAL_PMID_MISALIGNED,Palbociclib and Letrozole in Advanced Breast Cancer.,2016,N Engl J Med,Finn RS,0,0,0
CDK46_MBC_REVIEW.html,NCT01958021,MONALEESA-2,2016,27717303,TRIAL_PMID_MISALIGNED,"Ribociclib as First-Line Therapy for HR-Positive, Advanced Breast Cancer.",2016,N Engl J Med,Hortobagyi GN,0,0,0
CDK46_MBC_REVIEW.html,NCT02246621,MONARCH-3,2017,28968163,OK,MONARCH 3: Abemaciclib As Initial Therapy for Advanced Breast Cancer.,2017,J Clin Oncol,Goetz MP,0,1,0
CFTR_CF_REVIEW.html,NCT03525548,VX17-445-103,2019,31679946,TRIAL_PMID_MISALIGNED,Efficacy and safety of the elexacaftor plus tezacaftor plus ivacaftor combination regimen in people ,2019,Lancet,Heijerman HGM,0,0,0
CFTR_MODULATORS_NMA_REVIEW.html,NCT01807923,TRAFFIC,2015,25981758,TRIAL_PMID_MISALIGNED,Lumacaftor-Ivacaftor in Patients with Cystic Fibrosis Homozygous for Phe508del CFTR.,2015,N Engl J Med,Wainwright CE,0,0,0
CFTR_MODULATORS_NMA_REVIEW.html,NCT02347657,EVOLVE,2017,29099344,TRIAL_PMID_MISALIGNED,Tezacaftor-Ivacaftor in Patients with Cystic Fibrosis Homozygous for Phe508del.,2017,N Engl J Med,Taylor-Cousar JL,0,0,0
CFTR_MODULATORS_NMA_REVIEW.html,NCT03525444,VX18-445-102,2019,31697873,TRIAL_PMID_MISALIGNED,Elexacaftor-Tezacaftor-Ivacaftor for Cystic Fibrosis with a Single Phe508del Allele.,2019,N Engl J Med,Middleton PG,0,0,0
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02456740,STRIVE,2017,29171821,TRIAL_PMID_MISALIGNED,A Controlled Trial of Erenumab for Episodic Migraine.,2017,N Engl J Med,Goadsby PJ,0,0,0
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02629861,HALO-EM,2018,29800211,TRIAL_PMID_MISALIGNED,Effect of Fremanezumab Compared With Placebo for Prevention of Episodic Migraine: A Randomized Clini,2018,JAMA,Dodick DW,0,0,0
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02614183,EVOLVE-1,2018,29813147,OK,Evaluation of Galcanezumab for the Prevention of Episodic Migraine: The EVOLVE-1 Randomized Clinical,2018,JAMA Neurol,Stauffer VL,0,1,0
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02559895,PROMISE-1,2020,32075406,OK,"Eptinezumab in episodic migraine: A randomized, double-blind, placebo-controlled study (PROMISE-1).",2020,Cephalalgia,Ashina M,0,1,0
CGRP_MIGRAINE_REVIEW.html,NCT02456740,STRIVE,2017,29171821,TRIAL_PMID_MISALIGNED,A Controlled Trial of Erenumab for Episodic Migraine.,2017,N Engl J Med,Goadsby PJ,0,0,0
CGRP_MIGRAINE_REVIEW.html,NCT02614183,EVOLVE-1,2018,29813147,OK,Evaluation of Galcanezumab for the Prevention of Episodic Migraine: The EVOLVE-1 Randomized Clinical,2018,JAMA Neurol,Stauffer VL,0,1,0
CGRP_MIGRAINE_REVIEW.html,NCT02629861,HALO-EM,2018,29800211,TRIAL_PMID_MISALIGNED,Effect of Fremanezumab Compared With Placebo for Prevention of Episodic Migraine: A Randomized Clini,2018,JAMA,Dodick DW,0,0,0
CHOLERA_OCV_REVIEW.html,NCT02027207,Single-Dose Shanchol Bangladesh,2018,29456042,TRIAL_PMID_MISALIGNED,Evidence to improve the treatment of infections caused by carbapenem-resistant Gram-negative bacteri,2018,Lancet Infect Dis,Perez F,0,0,0
COLCHICINE_CVD_REVIEW.html,NCT02551094,COLCOT,2019,31733140,TRIAL_PMID_MISALIGNED,Efficacy and Safety of Low-Dose Colchicine after Myocardial Infarction.,2019,N Engl J Med,Tardif JC,0,0,0
COLCHICINE_CVD_REVIEW.html,NCT03048825,CLEAR SYNERGY,2025,39555823,TRIAL_PMID_MISALIGNED,Colchicine in Acute Myocardial Infarction.,2025,N Engl J Med,Jolly SS,0,0,0
COLCHICINE_CVD_REVIEW.html,NCT02898610,CONVINCE,2024,38857611,OK,Long-term colchicine for the prevention of vascular recurrent events in non-cardioembolic stroke (CO,2024,Lancet,Kelly P,0,1,0
COPD_TRIPLE_REVIEW.html,NCT02164513,IMPACT,2018,31281061,OK,Blood eosinophils and treatment response with triple and dual combination therapy in chronic obstruc,2019,Lancet Respir Med,Pascoe S,1,1,0
COPD_TRIPLE_REVIEW.html,NCT02465567,ETHOS,2020,32579807,TRIAL_PMID_MISALIGNED,Triple Inhaled Therapy at Two Glucocorticoid Doses in Moderate-to-Very-Severe COPD.,2020,N Engl J Med,Rabe KF,0,0,0
COPD_TRIPLE_REVIEW.html,NCT02497001,KRONOS,2018,30232048,OK,Triple therapy with budesonide/glycopyrrolate/formoterol fumarate with co-suspension delivery techno,2018,Lancet Respir Med,Ferguson GT,0,1,0
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04960202,EPIC-HR,2022,35172054,TRIAL_PMID_MISALIGNED,"Oral Nirmatrelvir for High-Risk, Nonhospitalized Adults with Covid-19.",2022,N Engl J Med,Hammond J,0,0,0
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04575597,MOVe-OUT,2022,34914868,TRIAL_PMID_MISALIGNED,Molnupiravir for Oral Treatment of Covid-19 in Nonhospitalized Patients.,2022,N Engl J Med,Jayk Bernal A,0,0,0
CRYPTOCOCCAL_MENINGITIS_AFRICA_NMA_REVIEW.html,LEGACY-ISRCTN-45035509-ACTA,ACTA (Molloy 2018),2018,29539276,TRIAL_PMID_MISALIGNED,Lithium-Induced Nephropathy.,2018,N Engl J Med,Pawar AS,0,0,0
CRYPTOCOCCAL_MENINGITIS_AFRICA_NMA_REVIEW.html,LEGACY-ISRCTN-72509687-AMBITION-CM,AMBITION-cm (Jarvis 2022),2022,35320648,TRIAL_PMID_MISALIGNED,"Toward Simpler, Safer Treatment of Cryptococcal Meningitis.",2022,N Engl J Med,Moosa MS,0,0,0
CRYPTOCOCCAL_MENINGITIS_AFRICA_NMA_REVIEW.html,NCT01075152,COAT (ART timing in CM),2014,24941068,TRIAL_PMID_MISALIGNED,Computational model of erratic arrhythmias in a cardiac cell network: the role of gap junctions.,2014,PLoS One,Casaleggio A,0,0,0
DELANDISTROGENE_DMD_REVIEW.html,NCT05096221,EMBARK,2024,39320319,TRIAL_PMID_MISALIGNED,Differences Between French and English in the Use of Suprasegmental Cues for the Short-Term Recall o,2024,J Speech Lang Hear Res,Lew EC,0,0,0
DIABETIC_MACULAR_EDEMA_NMA_REVIEW.html,NCT01627249,Protocol T DRCR (Wells 2015),2015,25692915,OK,"Aflibercept, bevacizumab, or ranibizumab for diabetic macular edema.",2015,N Engl J Med,Diabetic Retinopathy Clinical Research Network,0,0,3
DIABETIC_MACULAR_EDEMA_NMA_REVIEW.html,NCT03622580,YOSEMITE (Wykoff 2022),2022,35085503,OK,"Efficacy, durability, and safety of intravitreal faricimab with extended dosing up to every 16 weeks",2022,Lancet,Wykoff CC,0,1,3
DIABETIC_MACULAR_EDEMA_NMA_REVIEW.html,NCT03622593,RHINE (Wykoff 2022),2022,35085503,OK,"Efficacy, durability, and safety of intravitreal faricimab with extended dosing up to every 16 weeks",2022,Lancet,Wykoff CC,0,1,3
DIABETIC_RETINOPATHY_NMA_REVIEW.html,NCT01489189,Protocol S DRCR (Gross 2015),2015,26565927,OK,Panretinal Photocoagulation vs Intravitreous Ranibizumab for Proliferative Diabetic Retinopathy: A R,2015,JAMA,Writing Committee for the Diabetic Retinopathy Clinical Research Network,0,0,3
DIABETIC_RETINOPATHY_NMA_REVIEW.html,NCT02718326,PANORAMA (Brown 2021),2021,33890860,TRIAL_PMID_MISALIGNED,Development and Implementation of a Multidisciplinary Electronic Discharge Readiness Tool: User-Cent,2021,JMIR Hum Factors,Keniston A,0,0,0
DIABETIC_RETINOPATHY_NMA_REVIEW.html,NCT02634333,Protocol W DRCR (Maturi 2021),2021,34727134,OK,Remote delivery of alcohol and/or substance misuse interventions for adults: A systematic review pro,2021,PLoS One,Howlett N,0,1,0
DOAC_AF_NMA_REVIEW.html,NCT00262600,RE-LY,2009,19717844,TRIAL_PMID_MISALIGNED,Dabigatran versus warfarin in patients with atrial fibrillation.,2009,N Engl J Med,Connolly SJ,0,0,0
DOAC_AF_NMA_REVIEW.html,NCT00403767,ROCKET-AF,2011,21830957,TRIAL_PMID_MISALIGNED,Rivaroxaban versus warfarin in nonvalvular atrial fibrillation.,2011,N Engl J Med,Patel MR,0,0,0
DOAC_AF_NMA_REVIEW.html,NCT00412984,ARISTOTLE,2011,21870978,TRIAL_PMID_MISALIGNED,Apixaban versus warfarin in patients with atrial fibrillation.,2011,N Engl J Med,Granger CB,0,0,0
DOAC_AF_NMA_REVIEW.html,NCT00781391,ENGAGE-AF-TIMI-48,2013,24251359,TRIAL_PMID_MISALIGNED,Edoxaban versus warfarin in patients with atrial fibrillation.,2013,N Engl J Med,Giugliano RP,0,0,0
DOAC_AF_REVIEW.html,NCT00262600,RE-LY,2009,19717844,TRIAL_PMID_MISALIGNED,Dabigatran versus warfarin in patients with atrial fibrillation.,2009,N Engl J Med,Connolly SJ,0,0,0
DOAC_AF_REVIEW.html,NCT00403767,ROCKET-AF,2011,21830957,TRIAL_PMID_MISALIGNED,Rivaroxaban versus warfarin in nonvalvular atrial fibrillation.,2011,N Engl J Med,Patel MR,0,0,0
DOAC_AF_REVIEW.html,NCT00412984,ARISTOTLE,2011,21870978,TRIAL_PMID_MISALIGNED,Apixaban versus warfarin in patients with atrial fibrillation.,2011,N Engl J Med,Granger CB,0,0,0
DOAC_AF_REVIEW.html,NCT00781391,ENGAGE AF-TIMI 48,2013,24251359,TRIAL_PMID_MISALIGNED,Edoxaban versus warfarin in patients with atrial fibrillation.,2013,N Engl J Med,Giugliano RP,0,0,0
DOAC_VTE_NMA_REVIEW.html,NCT00291330,RE-COVER,2009,19966341,TRIAL_PMID_MISALIGNED,Dabigatran versus warfarin in the treatment of acute venous thromboembolism.,2009,N Engl J Med,Schulman S,0,0,0
DOAC_VTE_NMA_REVIEW.html,NCT00440193,EINSTEIN-DVT,2010,21128814,OK,Oral rivaroxaban for symptomatic venous thromboembolism.,2010,N Engl J Med,EINSTEIN Investigators,0,0,1
DOAC_VTE_NMA_REVIEW.html,NCT00643201,AMPLIFY,2013,23808982,TRIAL_PMID_MISALIGNED,Oral apixaban for the treatment of acute venous thromboembolism.,2013,N Engl J Med,Agnelli G,0,0,0
DOAC_VTE_NMA_REVIEW.html,NCT00986154,HOKUSAI-VTE,2013,23991658,TRIAL_PMID_MISALIGNED,Edoxaban versus warfarin for the treatment of symptomatic venous thromboembolism.,2013,N Engl J Med,Hokusai-VTE Investigators,0,0,0
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03122262,ADVANCE,2019,31339677,TRIAL_PMID_MISALIGNED,Dolutegravir plus Two Different Prodrugs of Tenofovir to Treat HIV.,2019,N Engl J Med,Venter WDF,0,0,0
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT02777229,NAMSAL,2019,31339674,TRIAL_PMID_MISALIGNED,Health Care Autonomy of Women Living with HIV.,2019,N Engl J Med,Redfield RR,0,0,0
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03048422,IMPAACT 2010,2021,33812489,TRIAL_PMID_MISALIGNED,Psoriasis.,2021,Lancet,Griffiths CEM,0,0,0
DONANEMAB_AD_SOLO_REVIEW.html,NCT04437511,TRAILBLAZER-ALZ 2,2023,37459141,OK,Donanemab in Early Symptomatic Alzheimer Disease: The TRAILBLAZER-ALZ 2 Randomized Clinical Trial.,2023,JAMA,Sims JR,0,2,0
DORAVIRINE_HIV_REVIEW.html,NCT02403674,DRIVE-AHEAD,2019,30184165,OK,Doravirine/Lamivudine/Tenofovir Disoproxil Fumarate is Non-inferior to Efavirenz/Emtricitabine/Tenof,2019,Clin Infect Dis,Orkin C,0,2,0
DORAVIRINE_HIV_REVIEW.html,NCT02275780,DRIVE-FORWARD,2018,29592840,OK,Doravirine versus ritonavir-boosted darunavir in antiretroviral-naive adults with HIV-1 (DRIVE-FORWA,2018,Lancet HIV,Molina JM,0,2,0
DORAVIRINE_HIV_REVIEW.html,NCT02397096,DRIVE-SHIFT,2019,30985556,OK,Switching to Doravirine/Lamivudine/Tenofovir Disoproxil Fumarate (DOR/3TC/TDF) Maintains HIV-1 Virol,2019,J Acquir Immune Defic Syndr,Johnson M,0,2,0
DUPILUMAB_AD_REVIEW.html,NCT02277743,SOLO-1,2016,27690741,TRIAL_PMID_MISALIGNED,Two Phase 3 Trials of Dupilumab versus Placebo in Atopic Dermatitis.,2016,N Engl J Med,Simpson EL,0,0,0
DUPILUMAB_AD_REVIEW.html,NCT02277769,SOLO-2,2016,27690741,TRIAL_PMID_MISALIGNED,Two Phase 3 Trials of Dupilumab versus Placebo in Atopic Dermatitis.,2016,N Engl J Med,Simpson EL,0,0,0
DUPILUMAB_AD_REVIEW.html,NCT02260986,CHRONOS,2017,28478972,OK,Long-term management of moderate-to-severe atopic dermatitis with dupilumab and concomitant topical ,2017,Lancet,Blauvelt A,0,1,0
DUPILUMAB_COPD_REVIEW.html,NCT03930732,BOREAS,2023,37272521,TRIAL_PMID_MISALIGNED,Dupilumab for COPD with Type 2 Inflammation Indicated by Eosinophil Counts.,2023,N Engl J Med,Bhatt SP,0,0,0
DUPILUMAB_COPD_REVIEW.html,NCT04456673,NOTUS,2024,38767614,TRIAL_PMID_MISALIGNED,Dupilumab for COPD with Blood Eosinophil Evidence of Type 2 Inflammation.,2024,N Engl J Med,Bhatt SP,0,0,0
EBOLA_VACCINE_REVIEW.html,NCT02378753,STRIVE Sierra Leone (rVSV\u0394G-ZEBOV),2018,29929129,TRIAL_PMID_MISALIGNED,Root iron plaque alleviates cadmium toxicity to rice (Oryza sativa) seedlings.,2018,Ecotoxicol Environ Saf,Fu Y,0,0,0
EBOLA_VACCINE_REVIEW.html,LEGACY-PACTR-EBOLA-CI-RING,Ebola ça Suffit Guinea Ring (Henao-Restrepo 2017),2017,28017403,OK,Efficacy and effectiveness of an rVSV-vectored vaccine in preventing Ebola virus disease: final resu,2017,Lancet,Henao-Restrepo AM,0,4,1
EFGARTIGIMOD_MG_REVIEW.html,NCT03669588,ADAPT,2021,34146511,OK,"Safety, efficacy, and tolerability of efgartigimod in patients with generalised myasthenia gravis (A",2021,Lancet Neurol,Howard JF Jr,0,1,0
ELACESTRANT_BC_REVIEW.html,NCT03778931,EMERALD,2022,35584336,OK,Elacestrant (oral selective estrogen receptor degrader) Versus Standard Endocrine Therapy for Estrog,2022,J Clin Oncol,Bidard FC,0,1,0
ENSIFENTRINE_COPD_REVIEW.html,NCT04535986,ENHANCE-1,2024,37938943,TRIAL_PMID_MISALIGNED,A Wearable Device Towards Automatic Detection and Treatment of Opioid Overdose.,2024,IEEE Trans Biomed Circuits Syst,Mesa JC,0,0,0
ENSIFENTRINE_COPD_REVIEW.html,NCT04542057,ENHANCE-2,2024,37938943,TRIAL_PMID_MISALIGNED,A Wearable Device Towards Automatic Detection and Treatment of Opioid Overdose.,2024,IEEE Trans Biomed Circuits Syst,Mesa JC,0,0,0
ESKETAMINE_TRD_REVIEW.html,NCT02418585,TRANSFORM-2,2019,30447328,TRIAL_PMID_MISALIGNED,A new generation of antidepressants: an update on the pharmaceutical pipeline for novel and rapid-ac,2019,Drug Discov Today,Wilkinson ST,0,0,0
ESKETAMINE_TRD_REVIEW.html,NCT02422186,TRANSFORM-3,2020,30447328,TRIAL_PMID_MISALIGNED,A new generation of antidepressants: an update on the pharmaceutical pipeline for novel and rapid-ac,2019,Drug Discov Today,Wilkinson ST,-1,0,0
ETRASIMOD_UC_REVIEW.html,NCT03945188,ELEVATE UC 52,2023,36871574,OK,"Etrasimod as induction and maintenance therapy for ulcerative colitis (ELEVATE): two randomised, dou",2023,Lancet,Sandborn WJ,0,1,0
ETRASIMOD_UC_REVIEW.html,NCT03996369,ELEVATE UC 12,2023,36871574,OK,"Etrasimod as induction and maintenance therapy for ulcerative colitis (ELEVATE): two randomised, dou",2023,Lancet,Sandborn WJ,0,1,0
EVT_BASILAR_REVIEW.html,NCT04751708,ATTENTION,2022,36239644,TRIAL_PMID_MISALIGNED,Trial of Endovascular Treatment of Acute Basilar-Artery Occlusion.,2022,N Engl J Med,Tao C,0,0,0
EVT_BASILAR_REVIEW.html,NCT02737189,BAOCHE,2023,36239645,TRIAL_PMID_MISALIGNED,Trial of Thrombectomy 6 to 24 Hours after Stroke Due to Basilar-Artery Occlusion.,2022,N Engl J Med,Jovin TG,-1,0,0
EVT_BASILAR_REVIEW.html,NCT01717755,BASICS,2021,34010530,TRIAL_PMID_MISALIGNED,Endovascular Therapy for Stroke Due to Basilar-Artery Occlusion.,2021,N Engl J Med,Langezaal LCM,0,0,0
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02142283,DAWN,2018,29129157,TRIAL_PMID_MISALIGNED,Thrombectomy 6 to 24 Hours after Stroke with a Mismatch between Deficit and Infarct.,2018,N Engl J Med,Nogueira RG,0,0,0
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02586415,DEFUSE 3,2018,29364767,TRIAL_PMID_MISALIGNED,Thrombectomy for Stroke at 6 to 16 Hours with Selection by Perfusion Imaging.,2018,N Engl J Med,Albers GW,0,0,0
EVT_EXTENDED_WINDOW_REVIEW.html,NCT03098355,MR CLEAN-LATE,2023,37003289,OK,Endovascular treatment versus no endovascular treatment after 6-24 h in patients with ischaemic stro,2023,Lancet,Olthuis SGH,0,2,0
EVT_LARGECORE_REVIEW.html,NCT03702413,RESCUE-Japan LIMIT,2022,35138767,TRIAL_PMID_MISALIGNED,Endovascular Therapy for Acute Stroke with a Large Ischemic Region.,2022,N Engl J Med,Yoshimura S,0,0,0
EVT_LARGECORE_REVIEW.html,NCT04551664,ANGEL-ASPECT,2023,36762852,TRIAL_PMID_MISALIGNED,Trial of Endovascular Therapy for Acute Ischemic Stroke with Large Infarct.,2023,N Engl J Med,Huo X,0,0,0
EVT_LARGECORE_REVIEW.html,NCT03876457,SELECT2,2023,36762865,TRIAL_PMID_MISALIGNED,Trial of Endovascular Thrombectomy for Large Ischemic Strokes.,2023,N Engl J Med,Sarraj A,0,0,0
EVT_LARGECORE_REVIEW.html,NCT03094715,TENSION,2023,37837989,TRIAL_PMID_MISALIGNED,"Endovascular thrombectomy for acute ischaemic stroke with established large infarct: multicentre, op",2023,Lancet,Bendszus M,0,0,0
EVT_LARGECORE_REVIEW.html,NCT03805308,TESLA,2024,39374319,OK,Thrombectomy for Stroke With Large Infarct on Noncontrast CT: The TESLA Randomized Clinical Trial.,2024,JAMA,Writing Committee for the TESLA Investigators,0,1,0
FARICIMAB_NAMD_REVIEW.html,NCT03823287,TENAYA,2022,35085502,OK,"Efficacy, durability, and safety of intravitreal faricimab up to every 16 weeks for neovascular age-",2022,Lancet,Heier JS,0,1,0
FARICIMAB_NAMD_REVIEW.html,NCT03823300,LUCERNE,2022,35085502,OK,"Efficacy, durability, and safety of intravitreal faricimab up to every 16 weeks for neovascular age-",2022,Lancet,Heier JS,0,1,0
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02682927,Study 1 (Dravet),2019,31862249,OK,"Fenfluramine hydrochloride for the treatment of seizures in Dravet syndrome: a randomised, double-bl",2019,Lancet,Lagae L,0,1,0
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02926898,Study 2 (Dravet+stiripentol),2020,31862249,OK,"Fenfluramine hydrochloride for the treatment of seizures in Dravet syndrome: a randomised, double-bl",2019,Lancet,Lagae L,-1,1,0
FENFLURAMINE_SEIZURE_REVIEW.html,NCT03355209,LGS Study 1,2022,35499850,TRIAL_PMID_MISALIGNED,Efficacy and Safety of Fenfluramine for the Treatment of Seizures Associated With Lennox-Gastaut Syn,2022,JAMA Neurol,Knupp KG,0,0,0
FEZOLINETANT_VMS_REVIEW.html,NCT04003155,SKYLIGHT-1,2023,36924778,OK,Fezolinetant for treatment of moderate-to-severe vasomotor symptoms associated with menopause (SKYLI,2023,Lancet,Lederman S,0,1,0
FEZOLINETANT_VMS_REVIEW.html,NCT04003142,SKYLIGHT-2,2023,36734148,TRIAL_PMID_MISALIGNED,Efficacy and Safety of Fezolinetant in Moderate to Severe Vasomotor Symptoms Associated With Menopau,2023,J Clin Endocrinol Metab,Johnson KA,0,0,0
FINERENONE_REVIEW.html,NCT02540993,FIDELIO-DKD,2020,33264825,TRIAL_PMID_MISALIGNED,Effect of Finerenone on Chronic Kidney Disease Outcomes in Type 2 Diabetes.,2020,N Engl J Med,Bakris GL,0,0,0
FINERENONE_REVIEW.html,NCT02545049,FIGARO-DKD,2021,34775784,OK,Finerenone Reduces Risk of Incident Heart Failure in Patients With Chronic Kidney Disease and Type 2,2022,Circulation,Filippatos G,1,2,0
FINERENONE_REVIEW.html,NCT04435626,FINEARTS-HF,2024,39225278,TRIAL_PMID_MISALIGNED,Finerenone in Heart Failure with Mildly Reduced or Preserved Ejection Fraction.,2024,N Engl J Med,Solomon SD,0,0,0
FINERENONE_REVIEW.html,NCT01874431,ARTS-DN,2015,27230798,TRIAL_PMID_MISALIGNED,The next generation of therapeutics for chronic kidney disease.,2016,Nat Rev Drug Discov,Breyer MD,1,0,0
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT01631214,ARCH,2017,28892457,TRIAL_PMID_MISALIGNED,Romosozumab or Alendronate for Fracture Prevention in Women with Osteoporosis.,2017,N Engl J Med,Saag KG,0,0,0
