file,key,claim_name,claim_year,pmid,verdict,pubmed_title,pubmed_year,pubmed_journal,pubmed_first_author,year_diff,title_token_overlap,authors_in_snippet
PARP_OVARIAN_REVIEW.html,NCT02477644,PAOLA-1,2019,31851799,TRIAL_PMID_MISALIGNED,Olaparib plus Bevacizumab as First-Line Maintenance in Ovarian Cancer.,2019,N Engl J Med,Ray-Coquard I,0,0,0
PARP_OVARIAN_REVIEW.html,NCT02655016,PRIMA,2019,31562799,TRIAL_PMID_MISALIGNED,Niraparib in Patients with Newly Diagnosed Advanced Ovarian Cancer.,2019,N Engl J Med,González-Martín A,0,0,0
PATISIRAN_POLYNEUROPATHY_REVIEW.html,NCT01960348,APOLLO,2018,29972753,TRIAL_PMID_MISALIGNED,"Patisiran, an RNAi Therapeutic, for Hereditary Transthyretin Amyloidosis.",2018,N Engl J Med,Adams D,0,0,0
PATISIRAN_POLYNEUROPATHY_REVIEW.html,NCT03759379,HELIOS-A,2022,33983835,TRIAL_PMID_MISALIGNED,Pathophysiology and Therapeutic Approaches to Cardiac Amyloidosis.,2021,Circ Res,Griffin JM,-1,0,0
PBC_PPAR_REVIEW.html,NCT04526665,ELATIVE,2024,37962077,TRIAL_PMID_MISALIGNED,Efficacy and Safety of Elafibranor in Primary Biliary Cholangitis.,2024,N Engl J Med,Kowdley KV,0,0,0
PCSK9_LIPID_NMA_REVIEW.html,NCT00202878,IMPROVE-IT,2015,26039521,TRIAL_PMID_MISALIGNED,Ezetimibe Added to Statin Therapy after Acute Coronary Syndromes.,2015,N Engl J Med,Cannon CP,0,0,0
PCSK9_LIPID_NMA_REVIEW.html,NCT01764633,FOURIER,2017,28304224,TRIAL_PMID_MISALIGNED,Evolocumab and Clinical Outcomes in Patients with Cardiovascular Disease.,2017,N Engl J Med,Sabatine MS,0,0,0
PCSK9_LIPID_NMA_REVIEW.html,NCT01663402,ODYSSEY-OUTCOMES,2018,30403574,OK,Alirocumab and Cardiovascular Outcomes after Acute Coronary Syndrome.,2018,N Engl J Med,Schwartz GG,0,1,0
PCSK9_LIPID_NMA_REVIEW.html,NCT02993406,CLEAR-OUTCOMES,2023,36876740,OK,Bempedoic Acid and Cardiovascular Outcomes in Statin-Intolerant Patients.,2023,N Engl J Med,Nissen SE,0,1,0
PEDIATRIC_HIV_ART_NMA_REVIEW.html,NCT02259127,"ODYSSEY (DTG vs SOC, paeds)",2021,34879188,TRIAL_PMID_MISALIGNED,Protection against Covid-19 by BNT162b2 Booster across Age Groups.,2021,N Engl J Med,Bar-On YM,0,0,0
PEDIATRIC_HIV_ART_NMA_REVIEW.html,LEGACY-ISRCTN-69078957-CHAPAS-3,CHAPAS-3 (NRTI backbone in paeds),2016,26718098,TRIAL_PMID_MISALIGNED,Peripheral lymphocyte subsets in chronic hepatitis C: Effects of 12 weeks of antiviral treatment wit,2016,Microb Pathog,Oliveira IS,0,0,0
PEDIATRIC_HIV_ART_NMA_REVIEW.html,LEGACY-ISRCTN-24791884-ARROW,ARROW (clinical vs lab monitoring),2013,23541054,TRIAL_PMID_MISALIGNED,Health law and policy in the European Union.,2013,Lancet,Greer SL,0,0,0
PEGCETACOPLAN_GA_REVIEW.html,NCT03525613,OAKS-PM,2023,37865470,OK,Pegcetacoplan for the treatment of geographic atrophy secondary to age-related macular degeneration ,2023,Lancet,Heier JS,0,1,1
PEGCETACOPLAN_GA_REVIEW.html,NCT03525600,DERBY-PM,2023,37865470,OK,Pegcetacoplan for the treatment of geographic atrophy secondary to age-related macular degeneration ,2023,Lancet,Heier JS,0,1,1
PEGCETACOPLAN_GA_REVIEW.html,NCT03525613_PEOM,OAKS-PEOM,2023,37865470,OK,Pegcetacoplan for the treatment of geographic atrophy secondary to age-related macular degeneration ,2023,Lancet,Heier JS,0,1,1
PEGCETACOPLAN_GA_REVIEW.html,NCT03525600_PEOM,DERBY-PEOM,2023,37865470,OK,Pegcetacoplan for the treatment of geographic atrophy secondary to age-related macular degeneration ,2023,Lancet,Heier JS,0,1,1
PHYSICAL_REHAB_OLDER_NMA_REVIEW.html,NCT02196038,REHAB-HF (Kitzman 2021),2021,33999544,OK,Physical Rehabilitation for Older Patients Hospitalized for Heart Failure.,2021,N Engl J Med,Kitzman DW,0,0,3
PHYSICAL_REHAB_OLDER_NMA_REVIEW.html,NCT01072500,LIFE (Pahor 2014),2014,24866862,OK,Effect of structured physical activity on prevention of major mobility disability in older adults: t,2014,JAMA,Pahor M,0,1,3
PHYSICAL_REHAB_OLDER_NMA_REVIEW.html,NCT00871715,ICARE (Winstein 2016),2016,26864411,OK,Effect of a Task-Oriented Rehabilitation Program on Upper Extremity Recovery Following Motor Stroke:,2016,JAMA,Winstein CJ,0,1,3
PI3K_AKT_BC_REVIEW.html,NCT02437318,SOLAR-1,2019,31091374,TRIAL_PMID_MISALIGNED,"Alpelisib for PIK3CA-Mutated, Hormone Receptor-Positive Advanced Breast Cancer.",2019,N Engl J Med,André F,0,0,0
PI3K_AKT_BC_REVIEW.html,NCT04305496,CAPItello-291,2023,37256976,TRIAL_PMID_MISALIGNED,Capivasertib in Hormone Receptor-Positive Advanced Breast Cancer.,2023,N Engl J Med,Turner NC,0,0,0
PI3K_AKT_BC_REVIEW.html,NCT04191499,INAVO120,2024,39476340,TRIAL_PMID_MISALIGNED,Inavolisib-Based Therapy in PIK3CA-Mutated Advanced Breast Cancer.,2024,N Engl J Med,Turner NC,0,0,0
PNEUMONIA_AMOXICILLIN_DURATION_REVIEW.html,LEGACY-ISRCTN-76888927-CAP-IT,CAP-IT (Bielicki 2021),2021,34726708,OK,Effect of Amoxicillin Dose and Treatment Duration on the Need for Antibiotic Re-treatment in Childre,2021,JAMA,Bielicki JA,0,1,2
POLYCYTHEMIA_VERA_NMA_REVIEW.html,NCT01243944,RESPONSE (Vannucchi 2015),2015,25629741,OK,Ruxolitinib versus standard therapy for the treatment of polycythemia vera.,2015,N Engl J Med,Vannucchi AM,0,0,3
POLYCYTHEMIA_VERA_NMA_REVIEW.html,NCT02038036,RESPONSE-2 (Passamonti 2017),2017,27916398,OK,Ruxolitinib for the treatment of inadequately controlled polycythaemia vera without splenomegaly (RE,2017,Lancet Oncol,Passamonti F,0,1,3
POLYCYTHEMIA_VERA_NMA_REVIEW.html,NCT01949805,PROUD-PV (Gisslinger 2020),2020,31816374,TRIAL_PMID_MISALIGNED,Fabrication of chitosan/agarose scaffolds containing extracellular matrix for tissue engineering app,2020,Int J Biol Macromol,Saeedi Garakani S,0,0,0
POSTPARTUM_HEMORRHAGE_NMA_REVIEW.html,NCT04341662,E-MOTIVE (PPH bundle),2023,37224076,TRIAL_PMID_MISALIGNED,Establishing the Australian National Endometriosis Clinical and Scientific Trials (NECST) Registry: ,2023,Reprod Fertil,Ng CHM,0,0,0
POSTPARTUM_HEMORRHAGE_NMA_REVIEW.html,LEGACY-ISRCTN-76912190-WOMAN,WOMAN trial (TXA for PPH),2017,28456509,OK,"Effect of early tranexamic acid administration on mortality, hysterectomy, and other morbidities in ",2017,Lancet,WOMAN Trial Collaborators,0,1,1
POSTPARTUM_HEMORRHAGE_NMA_REVIEW.html,LEGACY-ISRCTN-95444399-CHAMPION,CHAMPION (heat-stable carbetocin),2018,29949473,OK,Heat-Stable Carbetocin versus Oxytocin to Prevent Hemorrhage after Vaginal Birth.,2018,N Engl J Med,Widmer M,0,3,3
PPH_BUNDLE_NMA_REVIEW.html,NCT00872469,WOMAN,2017,28456509,OK,"Effect of early tranexamic acid administration on mortality, hysterectomy, and other morbidities in ",2017,Lancet,WOMAN Trial Collaborators,0,1,1
PPH_BUNDLE_NMA_REVIEW.html,NCT03475342,WOMAN-2,2023,37499666,TRIAL_PMID_MISALIGNED,Little directional change in the timing of Arctic spring phenology over the past 25 years.,2023,Curr Biol,Schmidt NM,0,0,0
PPH_BUNDLE_NMA_REVIEW.html,NCT04341662,E-MOTIVE,2023,37158612,TRIAL_PMID_MISALIGNED,Clear aligner therapy in children: case reports of phase I treatment.,2023,J Clin Orthod,Buonocore G,0,0,0
PREGNANCY_HIV_VESTED_REVIEW.html,NCT03048422,IMPAACT 2010 / VESTED,2021,33891894,TRIAL_PMID_MISALIGNED,Children in All Policies 2030: a new initiative to implement the recommendations of the WHO-UNICEF-L,2021,Lancet,Dalglish SL,0,0,0
PREGNANCY_IRON_FCM_REVIEW.html,LEGACY-ANZCTR-12618001268235-FCM,Pasricha 2023 Malawi (FCM vs oral iron),2023,37088092,OK,Ferric carboxymaltose versus standard-of-care oral iron to treat second-trimester anaemia in Malawia,2023,Lancet,Pasricha SR,0,2,3
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT01365598,Eziefula 2014 Uganda,2014,24631232,TRIAL_PMID_MISALIGNED,Effect of flowable composite liner and glass ionomer liner on class II gingival marginal adaptation ,2014,J Dent,Aggarwal V,0,0,0
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT02174900,SAFEPRIM Burkina Faso,2016,27339845,TRIAL_PMID_MISALIGNED,Electrocardiographic Monitoring Following Transcatheter Aortic Valve Replacement: Do We Need to and ,2016,JACC Cardiovasc Interv,Urena M,0,0,0
PSA_BIOLOGICS_NMA_REVIEW.html,NCT01695239,SPIRIT-P1,2017,27553214,OK,"Ixekizumab, an interleukin-17A specific monoclonal antibody, for the treatment of biologic-naive pat",2017,Ann Rheum Dis,Mease PJ,0,1,0
PSA_BIOLOGICS_NMA_REVIEW.html,NCT03158285,DISCOVER-2,2020,32178766,OK,"Guselkumab in biologic-naive patients with active psoriatic arthritis (DISCOVER-2): a double-blind, ",2020,Lancet,Mease PJ,0,1,0
PSA_BIOLOGICS_NMA_REVIEW.html,NCT03895203,BE OPTIMAL,2023,37541749,TRIAL_PMID_MISALIGNED,Correlates of Neisseria gonorrhoeae antimicrobial resistance: cross-sectional results from an open c,2023,BMJ Open,Blouin K,0,0,0
PSA_BIOLOGICS_NMA_REVIEW.html,NCT03104400,SELECT-PsA 1,2021,33870643,TRIAL_PMID_MISALIGNED,Is hepatectomy an appropriate option for bilobar liver metastasis with portal vein tumor thrombus of,2022,Asia Pac J Clin Oncol,Paik KY,1,0,0
RCC_1L_NMA_REVIEW.html,NCT03141177,CheckMate 9ER,2021,33657295,TRIAL_PMID_MISALIGNED,Nivolumab plus Cabozantinib versus Sunitinib for Advanced Renal-Cell Carcinoma.,2021,N Engl J Med,Choueiri TK,0,0,0
RCC_1L_NMA_REVIEW.html,NCT02853331,KEYNOTE-426,2019,30779529,TRIAL_PMID_MISALIGNED,Pembrolizumab plus Axitinib versus Sunitinib for Advanced Renal-Cell Carcinoma.,2019,N Engl J Med,Rini BI,0,0,0
RCC_1L_NMA_REVIEW.html,NCT02811861,CLEAR,2021,33616314,TRIAL_PMID_MISALIGNED,Lenvatinib plus Pembrolizumab or Everolimus for Advanced Renal Cell Carcinoma.,2021,N Engl J Med,Motzer R,0,0,0
RCC_1L_NMA_REVIEW.html,NCT02231749,CheckMate 214,2018,29562145,TRIAL_PMID_MISALIGNED,Nivolumab plus Ipilimumab versus Sunitinib in Advanced Renal-Cell Carcinoma.,2018,N Engl J Med,Motzer RJ,0,0,0
RESMETIROM_MASH_REVIEW.html,NCT03900429,MAESTRO-NASH,2024,38231248,TRIAL_PMID_MISALIGNED,To see for oneself: beyond an uncertain cause of death.,2024,Intensive Care Med,Tan MZY,0,0,0
RISANKIZUMAB_CD_REVIEW.html,NCT03105128,ADVANCE,2022,35644154,OK,Risankizumab as induction therapy for Crohn's disease: results from the phase 3 ADVANCE and MOTIVATE,2022,Lancet,D'Haens G,0,1,0
RISANKIZUMAB_CD_REVIEW.html,NCT03104413,MOTIVATE,2022,35644154,OK,Risankizumab as induction therapy for Crohn's disease: results from the phase 3 ADVANCE and MOTIVATE,2022,Lancet,D'Haens G,0,1,0
RISANKIZUMAB_CD_REVIEW.html,NCT03105102,FORTIFY,2022,35644155,OK,Risankizumab as maintenance therapy for moderately to severely active Crohn's disease: results from ,2022,Lancet,Ferrante M,0,1,0
ROMOSOZUMAB_OP_REVIEW.html,NCT01575834,FRAME,2016,27641143,TRIAL_PMID_MISALIGNED,Romosozumab Treatment in Postmenopausal Women with Osteoporosis.,2016,N Engl J Med,Cosman F,0,0,0
ROMOSOZUMAB_OP_REVIEW.html,NCT01631214,ARCH,2017,28892457,TRIAL_PMID_MISALIGNED,Romosozumab or Alendronate for Fracture Prevention in Women with Osteoporosis.,2017,N Engl J Med,Saag KG,0,0,0
ROMOSOZUMAB_OP_REVIEW.html,NCT02186171,BRIDGE,2018,28689769,TRIAL_PMID_MISALIGNED,Osteoporosis treatment: recent developments and ongoing challenges.,2017,Lancet Diabetes Endocrinol,Khosla S,-1,0,0
ROTAVIRUS_VACCINE_AFRICA_NMA_REVIEW.html,NCT00241644,Rotarix Africa (Madhi 2010),2010,20107214,OK,Effect of human rotavirus vaccine on severe diarrhea in African infants.,2010,N Engl J Med,Madhi SA,0,0,3
ROTAVIRUS_VACCINE_AFRICA_NMA_REVIEW.html,NCT00362648,RotaTeq Africa (Armah 2010),2010,20692030,OK,Efficacy of pentavalent rotavirus vaccine against severe rotavirus gastroenteritis in infants in dev,2010,Lancet,Armah GE,0,1,3
ROTAVIRUS_VACCINE_AFRICA_NMA_REVIEW.html,NCT02145000,Rotasiil ROSE Niger (Isanaka 2017),2017,28327203,TRIAL_PMID_MISALIGNED,An appraisal of analytical tools used in predicting clinical outcomes following radiation therapy tr,2017,Radiat Oncol,Raymond E,0,0,0
RSV_VACCINE_OLDER_REVIEW.html,NCT05035212,RENOIR,2023,37018468,TRIAL_PMID_MISALIGNED,Efficacy and Safety of a Bivalent RSV Prefusion F Vaccine in Older Adults.,2023,N Engl J Med,Walsh EE,0,0,0
RSV_VACCINE_OLDER_REVIEW.html,NCT04886596,AReSVi-006,2023,36791160,TRIAL_PMID_MISALIGNED,Respiratory Syncytial Virus Prefusion F Protein Vaccine in Older Adults.,2023,N Engl J Med,Papi A,0,0,0
RSV_VACCINE_OLDER_REVIEW.html,NCT05127434,ConquerRSV,2023,38091530,TRIAL_PMID_MISALIGNED,Efficacy and Safety of an mRNA-Based RSV PreF Vaccine in Older Adults.,2023,N Engl J Med,Wilson E,0,0,0
RUSFERTIDE_PV_REVIEW.html,NCT05210790,VERIFY,2024,39530341,TRIAL_PMID_MISALIGNED,Experimental investigation of circumnutation-inspired penetration in sand.,2024,Bioinspir Biomim,Anilkumar R,0,0,0
SAM_SIMPLIFIED_PROTOCOL_REVIEW.html,NCT04698070,OptiMA Niger (ComPAS vs Standard),2025,41043877,OK,Optimizing management of uncomplicated acute malnutrition in children in rural Niger: a 3-arm indivi,2025,Am J Clin Nutr,Daures M,0,1,3
SCD_DISEASE_MOD_NMA_REVIEW.html,NCT01966731,"REACH (hydroxyurea, Africa)",2019,31499039,OK,2019 Gut Microbiota for Health World Summit.,2020,Gastroenterology,Fuhler GM,1,0,1
SCD_DISEASE_MOD_NMA_REVIEW.html,NCT01179217,L-glutamine (Endari),2018,29969573,TRIAL_PMID_MISALIGNED,Is Targeting the Inflammasome a Way Forward for Neuroscience Drug Discovery?,2018,SLAS Discov,Swanton T,0,0,0
SCD_DISEASE_MOD_NMA_REVIEW.html,NCT03745287,CLIMB-121 (exa-cel/Casgevy),2024,38661449,OK,Exagamglogene Autotemcel for Severe Sickle Cell Disease.,2024,N Engl J Med,Frangoul H,0,0,1
SCHISTOSOMIASIS_ARPRAZIQUANTEL_REVIEW.html,NCT03845140,L-PZQ ODT (arpraziquantel) phase 3,2024,38678933,TRIAL_PMID_MISALIGNED,Quorum sensing bacteria improve microbial networks stability and complexity in wastewater treatment ,2024,Environ Int,Liu Q,0,0,0
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03548935,STEP-1,2021,33567185,TRIAL_PMID_MISALIGNED,Once-Weekly Semaglutide in Adults with Overweight or Obesity.,2021,N Engl J Med,Wilding JPH,0,0,0
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03611582,STEP-3,2021,33625476,OK,Effect of Subcutaneous Semaglutide vs Placebo as an Adjunct to Intensive Behavioral Therapy on Body ,2021,JAMA,Wadden TA,0,1,0
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03693430,STEP-5,2022,36216945,OK,Two-year effects of semaglutide in adults with overweight or obesity: the STEP 5 trial.,2022,Nat Med,Garvey WT,0,1,0
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03552757,STEP-2,2021,33667417,OK,"Semaglutide 2·4 mg once a week in adults with overweight or obesity, and type 2 diabetes (STEP 2): a",2021,Lancet,Davies M,0,1,0
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01691521,MENSA,2014,25199059,TRIAL_PMID_MISALIGNED,Mepolizumab treatment in patients with severe eosinophilic asthma.,2014,N Engl J Med,Ortega HG,0,0,0
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01287039,Castro-2015-Resliz,2015,25736990,OK,Reslizumab for inadequately controlled asthma with elevated blood eosinophil counts: results from tw,2015,Lancet Respir Med,Castro M,0,0,1
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01928771,SIROCCO,2016,27609408,OK,Efficacy and safety of benralizumab for patients with severe asthma uncontrolled with high-dosage in,2016,Lancet,Bleecker ER,0,1,0
SEVERE_ASTHMA_NMA_REVIEW.html,NCT02414854,QUEST,2018,29782217,TRIAL_PMID_MISALIGNED,Dupilumab Efficacy and Safety in Moderate-to-Severe Uncontrolled Asthma.,2018,N Engl J Med,Castro M,0,0,0
SEVERE_ASTHMA_NMA_REVIEW.html,NCT03347279,NAVIGATOR,2021,33979488,TRIAL_PMID_MISALIGNED,"Tezepelumab in Adults and Adolescents with Severe, Uncontrolled Asthma.",2021,N Engl J Med,Menzies-Gow A,0,0,0
SEVERE_PEDIATRIC_FEBRILE_AFRICA_NMA_REVIEW.html,LEGACY-ISRCTN-50258054-AQUAMAT,AQUAMAT (IV artesunate vs IV quinine),2010,21062666,OK,Artesunate versus quinine in the treatment of severe falciparum malaria in African children (AQUAMAT,2010,Lancet,Dondorp AM,0,3,3
SEVERE_PEDIATRIC_FEBRILE_AFRICA_NMA_REVIEW.html,LEGACY-ISRCTN-69856593-FEAST,FEAST (fluid bolus severe sepsis),2011,21615299,OK,Mortality after fluid bolus in African children with severe infection.,2011,N Engl J Med,Maitland K,0,3,3
SEVERE_PEDIATRIC_FEBRILE_AFRICA_NMA_REVIEW.html,LEGACY-ISRCTN-84086586-TRACT,TRACT (transfusion threshold anaemic),2019,31314969,TRIAL_PMID_MISALIGNED,"Health Care Spending, Utilization, and Quality 8 Years into Global Payment.",2019,N Engl J Med,Song Z,0,0,0
SGLT2_HF_REVIEW.html,NCT03036124,DAPA-HF,2019,31535829,TRIAL_PMID_MISALIGNED,Dapagliflozin in Patients with Heart Failure and Reduced Ejection Fraction.,2019,N Engl J Med,McMurray JJV,0,0,0
SGLT2_HF_REVIEW.html,NCT03057977,EMPEROR-Reduced,2020,32865377,TRIAL_PMID_MISALIGNED,Cardiovascular and Renal Outcomes with Empagliflozin in Heart Failure.,2020,N Engl J Med,Packer M,0,0,0
SGLT2_HF_REVIEW.html,NCT03057951,EMPEROR-Preserved,2021,34449189,OK,Empagliflozin in Heart Failure with a Preserved Ejection Fraction.,2021,N Engl J Med,Anker SD,0,1,0
SGLT2_HF_REVIEW.html,NCT03619213,DELIVER,2022,36029465,OK,Efficacy and Safety of Dapagliflozin According to Frailty in Patients With Heart Failure: A Prespeci,2022,Circulation,Butt JH,0,1,0
SGLT2_HF_REVIEW.html,NCT03521934,SOLOIST-WHF,2021,33200892,TRIAL_PMID_MISALIGNED,Sotagliflozin in Patients with Diabetes and Recent Worsening Heart Failure.,2021,N Engl J Med,Bhatt DL,0,0,0
SGLT2_MACE_CVOT_REVIEW.html,NCT01131676,EMPA-REG OUTCOME,2015,26378978,TRIAL_PMID_MISALIGNED,"Empagliflozin, Cardiovascular Outcomes, and Mortality in Type 2 Diabetes.",2015,N Engl J Med,Zinman B,0,0,0
SGLT2_MACE_CVOT_REVIEW.html,NCT01032629,CANVAS,2017,28605608,TRIAL_PMID_MISALIGNED,Canagliflozin and Cardiovascular and Renal Events in Type 2 Diabetes.,2017,N Engl J Med,Neal B,0,0,0
SGLT2_MACE_CVOT_REVIEW.html,NCT01730534,DECLARE-TIMI 58,2019,30415602,TRIAL_PMID_MISALIGNED,Dapagliflozin and Cardiovascular Outcomes in Type 2 Diabetes.,2019,N Engl J Med,Wiviott SD,0,0,0
SGLT2_MACE_CVOT_REVIEW.html,NCT01986881,VERTIS-CV,2020,32966714,TRIAL_PMID_MISALIGNED,Cardiovascular Outcomes with Ertugliflozin in Type 2 Diabetes.,2020,N Engl J Med,Cannon CP,0,0,0
SGLT2I_HF_NMA_REVIEW.html,NCT03036124,DAPA-HF,2019,31535829,TRIAL_PMID_MISALIGNED,Dapagliflozin in Patients with Heart Failure and Reduced Ejection Fraction.,2019,N Engl J Med,McMurray JJV,0,0,0
SGLT2I_HF_NMA_REVIEW.html,NCT03057977,EMPEROR-Reduced,2020,32865377,TRIAL_PMID_MISALIGNED,Cardiovascular and Renal Outcomes with Empagliflozin in Heart Failure.,2020,N Engl J Med,Packer M,0,0,0
SGLT2I_HF_NMA_REVIEW.html,NCT03057951,EMPEROR-Preserved,2021,34449189,OK,Empagliflozin in Heart Failure with a Preserved Ejection Fraction.,2021,N Engl J Med,Anker SD,0,1,0
SGLT2I_HF_NMA_REVIEW.html,NCT03619213,DELIVER,2022,36029465,OK,Efficacy and Safety of Dapagliflozin According to Frailty in Patients With Heart Failure: A Prespeci,2022,Circulation,Butt JH,0,1,0
SGLT2I_HF_NMA_REVIEW.html,NCT03521934,SOLOIST-WHF,2021,33200892,TRIAL_PMID_MISALIGNED,Sotagliflozin in Patients with Diabetes and Recent Worsening Heart Failure.,2021,N Engl J Med,Bhatt DL,0,0,0
SGLT2I_HF_NMA_REVIEW.html,NCT03315143,SCORED,2021,33200891,TRIAL_PMID_MISALIGNED,Sotagliflozin in Patients with Diabetes and Chronic Kidney Disease.,2021,N Engl J Med,Bhatt DL,0,0,0
SOTAGLIFLOZIN_HF_REVIEW.html,NCT03521934,SOLOIST-WHF,2021,33200892,TRIAL_PMID_MISALIGNED,Sotagliflozin in Patients with Diabetes and Recent Worsening Heart Failure.,2021,N Engl J Med,Bhatt DL,0,0,0
SOTAGLIFLOZIN_HF_REVIEW.html,NCT03315143,SCORED,2021,33200891,TRIAL_PMID_MISALIGNED,Sotagliflozin in Patients with Diabetes and Chronic Kidney Disease.,2021,N Engl J Med,Bhatt DL,0,0,0
SOTATERCEPT_PAH_REVIEW.html,NCT04576988,STELLAR,2023,36877098,TRIAL_PMID_MISALIGNED,Phase 3 Trial of Sotatercept for Treatment of Pulmonary Arterial Hypertension.,2023,N Engl J Med,Hoeper MM,0,0,0
SPARSENTAN_IGAN_REVIEW.html,NCT03762850,PROTECT,2023,37931634,OK,Efficacy and safety of sparsentan versus irbesartan in patients with IgA nephropathy (PROTECT): 2-ye,2023,Lancet,Rovin BH,0,1,0
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT02696785,MEASURE 4,2018,28516874,OK,Long-term effects of interleukin-17A inhibition with secukinumab in active ankylosing spondylitis: 3,2018,Clin Exp Rheumatol,Baraliakos X,0,1,0
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT03928704,BE MOBILE 1,2023,36649967,TRIAL_PMID_MISALIGNED,Efficacy and safety of bimekizumab in axial spondyloarthritis: results of two parallel phase 3 rando,2023,Ann Rheum Dis,van der Heijde D,0,0,0
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT03928743,BE MOBILE 2,2023,36649967,TRIAL_PMID_MISALIGNED,Efficacy and safety of bimekizumab in axial spondyloarthritis: results of two parallel phase 3 rando,2023,Ann Rheum Dis,van der Heijde D,0,0,0
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT04169373,SELECT-AXIS 2,2022,35908570,OK,Upadacitinib for the treatment of active non-radiographic axial spondyloarthritis (SELECT-AXIS 2): a,2022,Lancet,Deodhar A,0,2,0
TARLATAMAB_SCLC_REVIEW.html,NCT05060016,DeLLphi-301,2023,37861213,TRIAL_PMID_MISALIGNED,Blunt abdominal trauma: watch and wait.,2023,Curr Opin Crit Care,Cioffi SP,0,0,0
TAVR_LOWRISK_REVIEW.html,NCT02675114,PARTNER 3,2019,30883058,TRIAL_PMID_MISALIGNED,Transcatheter Aortic-Valve Replacement with a Balloon-Expandable Valve in Low-Risk Patients.,2019,N Engl J Med,Mack MJ,0,0,0
TAVR_LOWRISK_REVIEW.html,NCT02701283,Evolut Low Risk,2019,30883053,OK,Transcatheter Aortic-Valve Replacement with a Self-Expanding Valve in Low-Risk Patients.,2019,N Engl J Med,Popma JJ,0,2,0
TAVR_LOWRISK_REVIEW.html,NCT01057173,NOTION,2015,25787196,OK,Transcatheter Versus Surgical Aortic Valve Replacement in Patients With Severe Aortic Valve Stenosis,2015,J Am Coll Cardiol,Thyregod HG,0,1,0
TB_DRUG_SUSCEPTIBLE_4MO_REVIEW.html,NCT02410772,Study 31 / A5349 (4-month rifapentine-moxifloxacin),2021,33951360,OK,Four-Month Rifapentine Regimens with or without Moxifloxacin for Tuberculosis.,2021,N Engl J Med,Dorman SE,0,3,1
TB_PREVENTION_NMA_REVIEW.html,NCT01404312,BRIEF-TB / A5279 (1HP),2019,30970187,TRIAL_PMID_MISALIGNED,Molecular Genetic Anatomy and Risk Profile of Hirschsprung's Disease.,2019,N Engl J Med,Tilghman JM,0,0,0
TB_PREVENTION_NMA_REVIEW.html,NCT00023452,TBTC Study 26 / PREVENT TB (3HP),2011,22150035,OK,Three months of rifapentine and isoniazid for latent tuberculosis infection.,2011,N Engl J Med,Sterling TR,0,0,3
TB_PREVENTION_NMA_REVIEW.html,NCT01582711,iAdhere / TBTC Study 33 (3HP SAT vs DOT),2017,28135725,TRIAL_PMID_MISALIGNED,Pharmacologic Treatment of Hypertension in Adults Aged 60 Years or Older to Higher Versus Lower Bloo,2017,Ann Intern Med,Qaseem A,0,0,0
TB_PREVENTION_REVIEW.html,NCT01404312,BRIEF-TB / A5279,2019,30855125,TRIAL_PMID_MISALIGNED,3D Bioprinted Scaffolds Containing Viable Macrophages and Antibiotics Promote Clearance of Staphyloc,2019,ACS Appl Mater Interfaces,Aldrich A,0,0,0
TDXD_HER2LOW_BC_REVIEW.html,NCT03734029,DESTINY-Breast04,2022,35665782,TRIAL_PMID_MISALIGNED,Trastuzumab Deruxtecan in Previously Treated HER2-Low Advanced Breast Cancer.,2022,N Engl J Med,Modi S,0,0,0
TDXD_HER2LOW_BC_REVIEW.html,NCT04494425,DESTINY-Breast06,2024,39282896,TRIAL_PMID_MISALIGNED,Trastuzumab Deruxtecan after Endocrine Therapy in Metastatic Breast Cancer.,2024,N Engl J Med,Bardia A,0,0,0
TEPLIZUMAB_T1D_REVIEW.html,NCT01030861,TN-10,2019,31180194,TRIAL_PMID_MISALIGNED,"An Anti-CD3 Antibody, Teplizumab, in Relatives at Risk for Type 1 Diabetes.",2019,N Engl J Med,Herold KC,0,0,0
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04184622,SURMOUNT-1,2022,35658024,TRIAL_PMID_MISALIGNED,Tirzepatide Once Weekly for the Treatment of Obesity.,2022,N Engl J Med,Jastreboff AM,0,0,0
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04657003,SURMOUNT-2,2023,37385275,OK,Tirzepatide once weekly for the treatment of obesity in people with type 2 diabetes (SURMOUNT-2): a ,2023,Lancet,Garvey WT,0,1,0
