file,nct,name,rob_class,rob_raw
TEPLIZUMAB_T1D_REVIEW.html,NCT01030861,TN-10,NO_ROB,
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04184622,SURMOUNT-1,NO_ROB,
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04657003,SURMOUNT-2,NO_ROB,
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04657016,SURMOUNT-3,NO_ROB,
TIRZEPATIDE_T2D_REVIEW.html,NCT03954834,SURPASS-1,NO_ROB,
TIRZEPATIDE_T2D_REVIEW.html,NCT03882970,SURPASS-3,NO_ROB,
TIRZEPATIDE_T2D_REVIEW.html,NCT04039503,SURPASS-5,NO_ROB,
TIRZEPATIDE_T2D_REVIEW.html,NCT03987919,SURPASS-2,NO_ROB,
TIRZEPATIDE_T2D_REVIEW.html,NCT03730662,SURPASS-4,NO_ROB,
TNK_VS_TPA_STROKE_REVIEW.html,NCT01949948,NOR-TEST,NO_ROB,
TNK_VS_TPA_STROKE_REVIEW.html,NCT03889249,AcT,NO_ROB,
TNK_VS_TPA_STROKE_REVIEW.html,NCT04797013,TRACE-2,NO_ROB,
TNK_VS_TPA_STROKE_REVIEW.html,NCT02388061,EXTEND-IA TNK,NO_ROB,
TNK_VS_TPA_STROKE_REVIEW.html,NCT03854500,NOR-TEST 2 Part A,NO_ROB,
TNK_VS_TPA_STROKE_REVIEW.html,NCT02814409,ATTEST-2,NO_ROB,
TOFACITINIB_UC_REVIEW.html,NCT01465763,OCTAVE Induction 1,NO_ROB,
TOFACITINIB_UC_REVIEW.html,NCT01458951,OCTAVE Induction 2,NO_ROB,
TOFACITINIB_UC_REVIEW.html,NCT01458574,OCTAVE Sustain,NO_ROB,
TYVAC_TYPHOID_REVIEW.html,NCT03299426,TyVAC Malawi,NO_ROB,
UC_BIOLOGICS_NMA_REVIEW.html,NCT00036439,ACT-1,NO_ROB,
UC_BIOLOGICS_NMA_REVIEW.html,NCT00408629,ULTRA-2,NO_ROB,
UC_BIOLOGICS_NMA_REVIEW.html,NCT00488774,PURSUIT-SC,NO_ROB,
UC_BIOLOGICS_NMA_REVIEW.html,NCT00783718,GEMINI-1,NO_ROB,
UC_BIOLOGICS_NMA_REVIEW.html,NCT02407236,UNIFI-induction,NO_ROB,
UC_BIOLOGICS_NMA_REVIEW.html,NCT01465763,OCTAVE-1,NO_ROB,
UC_BIOLOGICS_NMA_REVIEW.html,NCT02819635,U-ACHIEVE,NO_ROB,
UC_BIOLOGICS_NMA_REVIEW.html,NCT02435992,TRUE-NORTH,NO_ROB,
UC_BIOLOGICS_NMA_REVIEW.html,NCT03518086,LUCENT-1,NO_ROB,
UPADACITINIB_CD_REVIEW.html,NCT03345849,U-EXCEL,NO_ROB,
UPADACITINIB_CD_REVIEW.html,NCT03345836,U-EXCEED,NO_ROB,
UPADACITINIB_CD_REVIEW.html,NCT03345823,U-ENDURE,NO_ROB,
VENETOCLAX_AML_REVIEW.html,NCT02993523,VIALE-A,NO_ROB,
VENETOCLAX_AML_REVIEW.html,NCT03069352,VIALE-C,NO_ROB,
VENETOCLAX_CLL_REVIEW.html,NCT02242942,CLL14,NO_ROB,
VENETOCLAX_CLL_REVIEW.html,NCT02005471,MURANO,NO_ROB,
VENETOCLAX_CLL_REVIEW.html,NCT02950051,CLL13/GAIA,NO_ROB,
VITAMIN_D_FRACTURE_FALL_REVIEW.html,NCT01169259,VITAL (Manson 2019),NO_ROB,
VITAMIN_D_FRACTURE_FALL_REVIEW.html,LEGACY-ACTRN12613000743763-DHEALTH,D-Health (Neale 2022),NO_ROB,
VITAMIN_D_FRACTURE_FALL_REVIEW.html,LEGACY-ACTRN12611000402943-VIDA,ViDA (Khaw 2017),NO_ROB,
VITILIGO_REVIEW.html,NCT04052425,TRuE-V1 (Rosmarin 2022),NO_ROB,
VITILIGO_REVIEW.html,NCT04057573,TRuE-V2 (Rosmarin 2022),NO_ROB,
VITILIGO_REVIEW.html,NCT04927975,UpA-Vitiligo Phase 2/3 (Passeron 2024),NO_ROB,
VOCLOSPORIN_LN_REVIEW.html,NCT03021499,AURORA 1,NO_ROB,
VORASIDENIB_GLIOMA_REVIEW.html,NCT04164901,INDIGO,NO_ROB,
VUTRISIRAN_ATTR_REVIEW.html,NCT04153149,HELIOS-B,NO_ROB,
YELLOW_FEVER_FRACTIONAL_REVIEW.html,LEGACY-NONNCT-CASEY-2019-YF,Casey 2019 Kinshasa (1/5 fractional 17DD),NO_ROB,
ZOLBETUXIMAB_GASTRIC_REVIEW.html,NCT03504397,SPOTLIGHT,NO_ROB,
ZOLBETUXIMAB_GASTRIC_REVIEW.html,NCT03653507,GLOW,NO_ROB,
ZURANOLONE_PPD_REVIEW.html,NCT04442503,SKYLARK,NO_ROB,
ZURANOLONE_PPD_REVIEW.html,NCT02978326,ROBIN,NO_ROB,
